MinOfORF,Mass_Tag_ID,CTR_,P10A,P10B,P11A,P11B,P12A,P12B,P13A,P13B,P14A,P14B,P15a,P15B,P16a,P16B,P17a,P17B,P18A,P18B,P19A,P19B,P1A_,P1B_,P2A_,P2B_,P3A_,P3B_,P4A_,P4B_,P5A_,P5B_,P6A_,P6B_,P7A_,P7B_,P8A_,P8B_,P9A_,P9B_
IPI:IPI00418163.3,7427777,,-0.97036865,-0.038427158,-1.490812951,-0.262740645,0.181867162,0.73498087,-0.704039783,-0.597752998,0.022547701,-0.128794793,0.359943165,0.956648679,-0.581072309,-0.841140039,-0.606051531,-0.157748999,0.584372724,-0.296059829,-0.477449901,0.106351702,-0.242664294,0.090587464,-0.383698427,-0.424412932,-0.397666503,0.19248324,-0.967797047,-1.267734622,-0.591760234,0.637272217,-0.458327212,-0.999247449,-0.873819373,-1.134152802,-0.621985439,-0.394565607,-0.738005688,-0.284157196
IPI:IPI00418163.3,7436155,,4.081217783,5.417401128,3.304733722,5.691859988,,,5.142897894,5.16404617,,,,,4.72683655,4.347905243,4.776204572,,,,5.379373052,,,,,5.060801044,,4.728459237,4.304618014,3.866880013,,,5.212974487,5.259127775,4.762301054,4.839054731,5.011553065,,4.642133891,
IPI:IPI00418163.3,7466716,1.104449971,-0.596628398,0.230670345,-1.135604694,0.3608582,0.269411629,,0.182849392,0.181877872,,,0.40605033,,0.28693289,0.09131548,-0.357749603,0.209948681,,0.381238123,0.178318732,,1.121428545,1.208205018,0.279253029,0.416869264,0.286614295,,-0.514084494,-0.261042125,-0.320341256,,-0.138132975,-0.410240763,-0.353037048,-0.369804781,-0.520365187,0.083497308,-0.518865887,0.218276289
IPI:IPI00418163.3,8590111,-0.648936719,-1.970197389,-1.127698355,,-1.053414108,-0.929459061,-0.70147867,-1.516282504,-1.076586452,-0.769468953,-1.049610826,-0.640276396,-0.334810965,-1.332786875,-1.38740857,-1.432321112,-0.713551464,-0.417409031,-1.423339535,-1.237957429,-0.552573302,-1.07346924,-1.040010658,-1.229759065,,,-1.038878487,,,-1.606931233,-0.623415874,-1.308582428,-1.451309489,-1.651854596,,-1.708554883,-1.150341272,,-1.02926821
IPI:IPI00418163.3,10098261,1.2549156,-0.920149774,-0.429936967,-1.051405136,0.314399771,0.0660546,0.550820077,-0.312450487,-0.755488276,,-0.089052495,0.401576898,0.057542302,-0.205383625,-0.92607306,-0.063629237,0.404765053,0.674285264,-1.34632462,0.039288389,-0.358009556,0.799933783,0.324206352,0.04133553,0.536194055,-0.242405002,0.296081477,-0.557881051,-0.590146466,-0.741761983,0.575880292,0.075912611,-0.695546667,-0.412345798,-0.014879917,-0.491003136,0.155862915,-0.287077789,0.008644198
IPI:IPI00418163.3,10151351,-0.286263186,,-2.344780744,-1.764835028,-1.894569982,-1.820472756,-1.512398272,-1.873367125,,-1.697971374,-1.685091746,-0.368481603,-1.818139676,,,-1.555596612,-1.646678547,-1.581909497,-2.097444481,-0.708948073,-0.241513265,,-1.412531888,,-2.029618384,,-1.73723056,,,-1.516576079,-0.825502896,,-1.358022995,,,-0.954919836,-1.562661733,,-1.706100361
IPI:IPI00418163.3,10155274,1.010943609,-0.050499278,0.748326593,-0.564254132,0.789674239,1.090802087,1.557869311,0.311322211,0.595533315,1.178487318,1.000825384,1.260607933,1.74793259,0.411837892,0.338771088,0.464596884,1.110001823,1.599798332,0.886056321,0.726682144,1.341189133,0.724140222,1.114830069,0.668689593,0.574627141,0.782052475,1.303766409,-0.173930187,-0.166038711,0.553872882,1.455845131,0.671658743,0.372441712,0.208905899,0.533862808,0.215583091,0.756964493,0.197216958,1.082911253
IPI:IPI00418163.3,10167183,,,,0.391864853,,1.817276706,,,1.824666594,1.90165075,,1.853469057,2.882760752,,1.381623416,,2.158489036,,,,,2.02325244,2.219621245,1.779531284,1.615068927,,1.699062796,0.920259871,1.019091541,,2.556342696,2.098089712,1.496297458,1.498237301,1.869106899,,,,
IPI:IPI00418163.3,10176003,,-1.342431882,-0.135065883,-1.671377721,-1.345288072,-0.125407021,0.394808273,-0.766007474,-1.000944516,-0.439438664,-0.328473583,0.034678843,0.42428556,-0.812699747,-1.415797884,-0.925112402,-1.231618284,0.383432757,-0.333303021,0.280635183,0.535309321,-0.62689422,-0.139139306,-0.955029445,-0.892232365,-0.537459099,-0.353560577,-1.682065068,-1.552758816,-0.548865672,0.097567018,-0.659127991,-0.882039645,-1.232735264,-0.860573642,-0.871526487,-0.579297044,-1.156321137,-0.390701374
IPI:IPI00418163.3,10180232,0.709709212,-0.708860439,0.149250385,-1.063148084,0.367360014,0.598925539,0.965411616,-0.109850337,0.45564268,0.736799618,0.574598753,0.655470873,1.196461765,-0.181660481,-0.111026774,-0.126451312,0.872004634,1.309481261,0.424370758,-0.185346511,0.924982823,0.222331561,0.575180608,0.014357711,-0.031412118,-0.000862337,0.318873592,-0.649252601,-0.768856116,-0.213607616,0.658839926,0.06598718,-0.151401868,-0.334879796,-0.092109475,-0.337634633,0.214590394,-0.396107701,0.39885645
IPI:IPI00418163.3,10183255,-0.438931703,-0.758097555,-0.000366202,-1.038337222,-0.949936339,0.424378316,0.240654144,-0.574321217,-0.103963033,-0.244875949,0.498656123,-0.442940247,1.135433253,-0.043484723,-0.372797213,-0.999711229,-0.37836986,0.316849001,0.733321143,-0.60858459,-0.221335804,,0.444356697,,0.257093565,,0.196366826,,,-0.474680664,,0.101834516,,-0.730019574,,-0.562772087,0.151871007,,0.290259125
IPI:IPI00418163.3,10184065,,,,,2.610957173,1.738746787,,,,,,,1.765230269,,1.759905635,,,,,,,,1.72786201,1.290174887,1.716678857,1.258221567,1.477261144,0.865856489,1.133085139,1.123578713,1.870924698,,,,,,,,
IPI:IPI00418163.3,10185167,-2.401309389,-1.916231726,-1.2651712,,,-0.902453489,-0.927302671,-1.829602351,-1.352060042,-1.383502355,-0.67762233,,-0.159924975,,-1.702771142,,-1.455765151,-0.91770554,-0.859532147,-2.232332757,-2.244777976,-1.543585494,-0.262959393,-1.437119063,-0.948411928,-1.385556364,-1.331829292,,-1.833269775,-1.82470137,-0.581487134,-1.124245916,-1.677146513,,-1.171664462,,-1.128189387,-1.763836988,-1.194729686
IPI:IPI00418163.3,10188186,1.18886397,-0.551428633,0.749392044,,0.464853902,1.316418013,0.761764043,1.387813858,0.256778517,1.135719892,0.605111932,,4.975154806,0.350478156,0.09762326,,0.768934784,0.44387934,0.836168512,0.809286523,,0.346135922,1.084062761,0.068052305,0.576896194,-0.478622464,0.675477439,0.355607424,0.057816595,-0.052606734,2.916883066,-0.132973551,-0.782894311,-0.362674101,,-0.197858255,-0.764292884,0.181085552,-0.930085497
IPI:IPI00418163.3,10188203,,-1.123775902,,,-0.772108994,-1.621060513,0.098569332,,,,,,-1.186033052,,,,,,-0.114498946,,,,-0.740653847,,-1.002667393,,-0.221460174,-1.923828354,,-1.388301512,-0.783819438,-0.791234722,,-1.886510229,,,,,
IPI:IPI00418163.3,10201550,,0.337921922,,,,,,,1.792885455,,,,,0.730888902,0.613218828,,,,,,,,,0.583074765,,,,,-0.881455807,,,,,-0.007530414,,0.176745426,,0.295200351,
IPI:IPI00418163.3,10296509,,-1.216930151,-0.163696709,-0.992994935,0.061597993,0.176191827,,-0.411668496,,0.036527347,,0.107073324,0.963914667,,-0.101063671,-0.59080703,,0.516281615,-0.0344708,-0.281243574,,,,,,,,,0.184250463,,0.661234947,-0.465640486,,-0.863455707,0.357802102,-1.171790955,-0.194583128,,
IPI:IPI00418163.3,10624879,,,,,,,,,,-0.170977695,,,,,,,0.127727501,,,,,,,0.299150261,,,,,-0.504250717,,0.193671966,,,,,,,,
IPI:IPI00418163.3,11427276,,,-2.458759395,,,,,,,,-1.916730228,,,,,,,,,-1.702704881,,,,,,,,,,,-1.575308724,,,,,,,,
IPI:IPI00418163.3,12404792,,1.12231544,,,,,,,,,,,,,,0.420019052,,,,,,,,,,,,,,,,,,,,,,,
IPI:IPI00418163.3,13361406,,,3.531502649,,,4.036566766,,2.43589041,3.512245546,7.966688283,2.791787667,4.886996447,,,2.704807676,,8.809028658,,,4.710869245,,,,,2.777984487,,3.660868678,,,2.118451143,,1.74308161,,1.823887695,,,3.251575558,1.591293416,2.637860097
IPI:IPI00418163.3,13550621,,-0.844278791,-0.124954082,,,,,,,,,,,,,,,,,,,,,,,,0.095080354,,,,,,,,,,,-0.654504771,-0.007107256
IPI:IPI00418163.3,15303023,0.831428797,-0.225297962,0.639172146,-0.70477539,0.292010067,1.082576613,1.3436261,,,,0.774287517,0.678446485,1.419222567,0.431856832,-0.051109938,-0.068392421,0.6129351,1.494355537,1.153661233,0.641453016,1.217643948,0.510520833,0.926465883,-0.148123156,0.015785453,0.677484807,0.62916249,-0.757671763,-0.57342333,0.134185065,1.037139129,0.4618071,0.070313666,-0.112027285,0.440772548,0.011522564,0.544741737,-0.234524396,0.822021222
IPI:IPI00418163.3,15482280,2.800504737,,1.189994243,0.24235579,2.360242165,2.200572119,2.744695412,,,,2.265732297,2.552578034,3.394279756,,1.948702161,2.050878405,2.894791883,3.312249734,1.115965684,2.035838323,3.040228045,,,2.250613035,1.710306218,,,,1.162361355,1.491095612,2.598370366,,,1.068486387,,1.484660011,,,
IPI:IPI00418163.3,35583473,,,,,,,,,,,-3.028588765,,,,,,,,,,,,,,,,,,,,,,,,,-2.157868627,,,
IPI:IPI00418163.3,64326234,,,1.771334324,,,,0.424625685,,2.335291701,,-0.1988748,3.775607594,,1.64520305,,0.951829505,,,3.253899455,,,,2.395886777,,,,,,,,,,-0.658124947,,1.618730473,,,,
IPI:IPI00418163.3,76555633,-0.029189873,-0.73935436,-0.200511547,-0.762729044,-1.012592102,-0.377942991,,-0.78981399,-0.573880684,-0.389748194,-0.562498509,0.251171495,0.453733219,-0.217529482,-0.760514131,-0.139925008,-0.5532758,0.039574574,-0.330766544,-0.095961545,-0.058891244,0.042813469,0.058264552,-0.639228842,-0.409036831,,-0.120344358,-0.922101582,-1.616504793,-0.685299265,,-0.524112871,-0.947870284,-0.5229795,-0.756175929,,-0.331583367,-0.553629016,-0.577840245
IPI:IPI00418163.3,76560700,,,4.381150049,,2.435284685,,,,,,,,,,,,,,,,,,,,,,4.050453345,,,,,,2.665520948,,,,,,
IPI:IPI00418262.3,6971097,,-1.249114686,-0.644816204,-0.24440119,-1.306873371,-0.611926581,-1.561602155,-1.28699857,-0.546439523,-0.708444715,-0.495218566,,-0.132791956,-0.877153418,-1.33832215,-0.906070293,-1.25324698,-0.947344704,-0.450099159,-0.430651983,,,-1.147010405,-1.459913712,-1.253561236,-1.325601756,-1.237678882,-0.940338925,-0.405742792,-0.522717366,-0.639991605,-1.028017235,-1.222390833,-1.076776461,-0.026535645,4.093458374,2.165558152,0.681484166,-1.502708158
IPI:IPI00419585.6,6948832,,,0.191805005,,,,,,0.767342911,,-0.095249816,,1.184957844,,-0.42861295,,0.018468494,,0.353725023,,,,,,,,,,,,-0.442710198,,,,,,,,
IPI:IPI00419585.6,7785529,-0.266650757,-0.496350758,0.324135819,0.397612086,-0.948377942,,-1.080472583,-0.60723772,0.712139062,0.744207991,,,0.783360785,-0.458815741,-0.97657585,-1.31691964,-0.470961347,-0.043273691,0.443266482,-0.250012932,-1.349810572,-0.266589974,0.38915873,-0.19569652,-0.367586218,0.190602998,-0.787907023,0.210632847,0.991830509,0.314648535,0.351559634,-0.061748328,0.155602497,0.287118554,-0.955185082,0.699918622,-0.618136854,-0.903138252,-0.803370922
IPI:IPI00423466.1,8101456,,,,,-0.531409609,,-0.194491558,,-1.105214366,,-0.526382938,,-0.831866048,,-0.401607441,-1.066662479,-0.952158073,,,,-1.121054833,,,,,,-0.441884497,,,,-1.342589187,,,-1.06099125,-0.825613963,-1.662465951,-1.316689738,,
IPI:IPI00426007.1,8101456,,,,,-0.531409609,,-0.194491558,,-1.105214366,,-0.526382938,,-0.831866048,,-0.401607441,-1.066662479,-0.952158073,,,,-1.121054833,,,,,,-0.441884497,,,,-1.342589187,,,-1.06099125,-0.825613963,-1.662465951,-1.316689738,,
IPI:IPI00430822.1,8990807,5.947130671,0.723252702,3.587400623,,1.302659422,4.038374619,0.362407783,5.660868897,4.288503122,2.456580182,0.145899914,1.467738426,1.128788044,1.200810761,3.81533669,0.416245288,0.461880022,3.61942002,2.291165283,7.999393637,2.389511156,0.627935142,,,-0.161247952,,0.603459529,3.000713006,,1.644030422,,,,,,0.206862231,-0.336236848,-0.734117536,-0.864234545
IPI:IPI00433467.1,10136900,-1.974882353,1.004981649,-1.031371632,,,,,,,,,,,,,,,,,,-0.785229935,,,,,,,,-0.257365163,,,,,,,0.863362548,3.79748667,2.76850845,1.529234622
IPI:IPI00440577.1,8990802,5.716583193,0.648717049,3.834285528,,1.305278797,3.197657237,0.01746807,2.181167966,3.870442501,,-0.24365008,,,-0.603506702,3.425293731,-0.349933895,-0.675875625,0.627648018,2.428154037,4.138099945,1.381870635,,,0.985639145,-0.447427578,,,2.007582065,7.717001938,1.949504569,,-0.643067998,,,,-0.175874018,,,
IPI:IPI00440577.1,82157278,-0.613525764,-0.082321269,-0.006869898,-0.773765337,-0.545733777,-3.354479943,-0.423704291,0.066702653,-0.17662875,0.392256458,0.599878402,-0.890838472,0.716964393,-0.664799348,1.169313431,0.109938397,0.370750953,-0.714824253,-0.448432635,-0.872862089,-0.826407829,2.705331508,0.783909498,1.508980874,0.681489548,0.541997883,0.769752904,2.375043269,1.273292777,0.124460317,,0.824960398,0.610684932,0.682069608,0.872730932,0.251578314,-0.587096113,-0.407576907,1.50118903
IPI:IPI00446210.1,15359738,0.208132024,0.963647371,-0.790276373,,,-0.678636184,0.048199265,1.931265396,,,,-0.557607017,,-0.119918704,,-0.254483119,,,,0.446203127,0.736211984,,,,0.125907028,,0.844137759,,-0.595433845,2.07097311,,,,,,1.000967338,-0.561887235,,-0.16081327
IPI:IPI00451624.1,91514493,,,,-0.906401633,-0.434342605,-0.615915426,-0.500823285,-0.464537135,-0.326761817,-0.565294541,-0.926047306,-0.496942565,-1.21605278,0.693402566,-0.718723002,0.018951236,-0.926433666,-0.392377636,-1.009485404,,,,,,,,,,,,,,,,,,,,
IPI:IPI00453459.1,6634403,0.334238289,-0.825652801,-0.26820285,-1.28214537,-0.852273847,-0.082031373,0.371515453,-0.695789698,-0.827975973,-0.099260725,-0.345408911,0.277318028,0.655242527,-0.657714495,-0.950811864,-0.543110208,-0.567573954,0.318569067,-0.396789846,0.233303644,-0.068812387,-0.209018274,0.167851171,-0.676207456,-0.420566823,-0.477788402,,-0.914297236,-1.052788254,-0.448583654,0.231038578,-0.486890788,-1.018078689,-0.921238026,-1.030308765,-0.6091747,-0.47309189,-0.711106819,-0.862568452
IPI:IPI00453459.1,6634802,,,0.83315606,,0.84233248,,1.121100285,,0.778300472,,0.958376372,,,,0.732712186,,1.015185939,,0.870185558,,1.369141514,,,,,,,,,,,,,,,,,,
IPI:IPI00453459.1,6634806,,1.936817359,5.425059088,1.119677747,4.048380131,3.721944341,,3.136179176,3.179921395,5.094108504,5.194377474,5.370963302,,2.405666236,2.606513829,2.51716525,5.319704474,,4.098239069,3.0196191,,3.620185592,4.558655663,3.253109453,4.528046921,3.418799867,,2.636894,2.496561833,4.120467178,,2.868176408,2.777097891,2.237573138,1.839792595,2.712279439,4.234955215,2.580102227,3.58662394
IPI:IPI00453459.1,6638292,0.899830444,-0.411041408,0.614852892,-0.701792549,0.376636276,,1.2693581,0.387396443,0.748759372,0.75053545,0.652516691,1.165139859,1.522258402,0.535395529,0.502519344,,0.683477582,1.358582478,1.097514118,0.677375536,1.54835557,0.709581317,1.21651718,0.404324016,0.68764088,0.586682692,0.900707511,-0.009127748,0.075748059,0.095539318,1.039404963,0.618359997,0.635163263,0.131349279,0.554651425,-0.218030626,0.503194386,0.018910005,0.934874188
IPI:IPI00453459.1,6639562,0.079269548,-1.063461641,-0.205606777,-1.552571267,-0.628774552,-0.028235608,0.532658599,-0.67325547,-0.852416272,0.021710694,-0.325164664,0.179019867,0.805777322,-0.782947132,-1.130297206,-0.785295396,-0.374918909,0.31424125,-0.502033876,-0.304692741,0.002943646,-0.10884252,0.008285619,-0.482609123,-0.357012212,-0.308916361,0.267291061,-0.806398779,-1.008434459,-0.460925863,0.517261618,-0.442017984,-1.046782301,-1.014910572,-1.300671777,-0.616915649,-0.51323455,-0.879647582,-0.704878959
IPI:IPI00453459.1,6643877,0.447572059,1.149497716,2.312141906,,1.971321974,2.537044886,2.678460013,1.257039977,1.735520507,2.76326052,2.100510635,1.362900064,3.347599166,1.7021779,1.753911568,1.256850746,2.301498283,2.957869149,2.16384684,0.359367179,0.577367654,2.380070402,2.67475303,2.564920685,2.13896586,2.372902874,2.639536589,1.108641015,1.334004256,1.048860541,2.174254584,2.280892987,0.264936063,1.668651083,1.96747035,,1.882990942,0.317438515,2.532153085
IPI:IPI00453459.1,6646899,,,0.186103825,,0.27697132,,0.909636123,,0.242336924,,0.321371646,,,,,-0.189144403,0.657610126,,,,,,0.778824884,-0.079852974,,,,-0.992046922,,,,,,,0.132106463,-0.455475548,,-0.446583039,
IPI:IPI00453459.1,6668962,0.497862081,-0.658587599,0.287721792,-1.452535184,0.15805112,0.48942736,0.929164401,-0.112876388,-0.218413222,0.42989216,0.437068107,0.514589608,1.314708347,0.142463982,-0.493824222,-0.533392477,0.316678716,0.671851303,0.27117336,-0.374254436,-0.683081831,0.306242651,0.722479948,-0.194848496,0.149900237,-0.465174541,0.796088347,-0.551396995,-0.554946613,-0.091223011,0.977059205,-0.275980269,-1.680593906,-1.26787257,-1.43737203,-0.462309844,-0.860680837,-0.575461905,-0.515853083
IPI:IPI00453459.1,6678979,,,,,,,0.727650186,,,,0.505664711,,,,-0.151938964,,0.406398944,,0.095789756,0.452459369,0.463179696,,,,,,,,,,,,,,,,,,
IPI:IPI00453459.1,6679073,0.095051877,-1.294616797,-0.446499862,-1.695802833,-0.498771379,-0.144449658,0.358609729,-0.824064269,-0.634356198,-0.069767755,-0.10526842,0.181904259,0.598525244,-0.756765551,-0.981137849,-0.672180022,-0.019621557,0.432450279,-0.320387863,-0.28497529,0.26707011,-0.32842697,-0.059654652,-0.611725662,-0.538436882,-0.462427365,-0.09700611,-1.521257425,-1.442063031,-0.77873054,0.290115986,-0.513610902,-0.910452076,-1.072671463,-0.733685532,-0.907180893,-0.374411418,-0.97280717,-0.140849665
IPI:IPI00453459.1,6679124,,1.957606573,2.784817566,1.510338806,2.98070383,3.424454488,3.694800054,2.493584822,2.803840385,3.297003305,3.235374833,3.529941346,4.293893904,2.410680082,2.27815787,2.639124721,3.501702399,3.936295056,3.031965161,2.582797327,3.494263505,2.969397951,3.19558836,2.443365604,2.304385196,2.31778092,3.244253828,1.815563662,1.776401784,2.548803521,3.547855806,2.616587166,2.443999481,1.895118942,2.208326532,2.210970061,2.907338494,2.15622422,2.937310715
IPI:IPI00453459.1,6694578,,,,-2.11959613,-1.243796856,-0.698248188,-0.075539025,-1.204455132,-0.987265493,-1.134875837,-0.69822764,-1.233419104,-0.165505638,-0.60296417,-1.417430711,-1.075627809,-0.638755661,-0.238334857,-0.682637551,-0.79796451,-0.036997844,-0.482746554,,-0.514615065,,0.166451254,0.391615855,-1.830095857,-0.794485002,-1.640715601,-1.576454226,,-2.146796469,-2.554332368,-1.220596341,,,,
IPI:IPI00453459.1,6700397,-0.677610254,-1.548227519,-0.873194925,-2.13291465,-0.884060206,-0.585626045,-0.084319343,-1.283472765,-1.06372205,-0.693276101,-0.480576275,-0.799653583,0.411590769,-0.95376517,-1.469420985,-1.53732633,-0.724439148,-0.081104644,-0.857968993,-1.493336363,-0.48078349,-0.265188591,1.41E-05,-0.57570148,-0.344988872,-0.42715046,-0.241938756,-1.375426882,-1.439375193,-0.710528415,0.416337683,-0.963218183,-1.107626531,-1.460722607,-0.834196117,-1.025103669,-0.753345862,-1.452335735,-0.361302232
IPI:IPI00453459.1,6702483,0.562133129,-0.789510718,0.012992902,-1.329273842,-0.574744801,0.232271607,0.846669763,,-0.314351887,0.226027965,0.132356566,0.540531169,,-0.50896711,-0.686632813,-0.458235478,-0.036156593,0.840129858,0.066681799,0.098552564,0.61325957,-0.170933794,,,-0.291774933,,0.276488294,-1.053212254,,-0.377339209,0.579832344,-0.222677353,-0.45065986,-0.673150489,-0.468080737,-0.51856914,-0.07917613,-0.572754924,0.056617461
IPI:IPI00453459.1,6702670,1.78087645,0.349026686,0.855783857,-0.108323827,0.975052265,1.157013711,1.534458066,0.467728499,0.838652711,1.198738039,1.13834518,1.369617659,1.536245441,0.760414304,0.718780566,0.724277748,1.162602235,1.583276942,1.070267375,1.016579834,1.413467186,1.213969775,1.399774153,1.004593054,0.915769012,0.963933269,1.288393237,0.183855197,0.200344764,0.519248254,1.399045478,0.910529384,0.250054425,0.56715597,0.80264078,0.396866217,0.896692523,0.45032367,1.077750852
IPI:IPI00453459.1,6702739,-0.392268998,,,,,,,,,,,,-0.314545069,,,,,,,,-0.220405311,,,,,,,,,,-0.315021396,,,,,,,,
IPI:IPI00453459.1,6703267,,,,,,-0.426988668,0.525668685,,-1.472089905,-0.320028999,-0.890683766,-0.069485818,0.157992449,,,,-0.967447276,-0.121210889,,,0.151941102,-0.481056335,-0.248894928,-1.17270339,-0.625692318,-0.713957644,0.116853048,-1.15612332,-1.018113365,,-0.961733304,,,-1.309412458,,-0.869224934,,,
IPI:IPI00453459.1,6703739,-1.150666494,,-1.33557514,,,-1.165585177,-0.715410775,-2.015596732,,-1.538881663,-0.969320745,-0.857549199,-0.35484811,,,-1.543708714,,-0.923818136,-1.027150195,-1.034027742,-0.87551407,-1.617279269,-0.457117002,-1.92930813,-1.491335616,-1.680836149,-1.021324981,,,-1.587677123,-0.505428701,-1.043076214,-2.008220221,,-1.733894372,-1.491160327,-1.169359491,,-1.533351377
IPI:IPI00453459.1,6706833,,,,,,,,-0.627116776,,,,,,,,,,,,,0.545772325,,,,,,,,,,,,,,,,,,
IPI:IPI00453459.1,6706850,-0.285859764,-1.485446551,-0.424191072,,-0.414357984,-0.307999276,0.332281133,-1.144907098,-0.658274855,-0.183858737,-0.175479248,0.096694949,0.465167596,-1.027662065,-1.00806744,-0.924357672,-0.101074575,0.31752197,-0.385752581,-0.40615209,0.24325241,-0.659261704,-0.085585274,-0.799747115,-0.802577473,-0.659268644,-0.201740844,,,-0.910415877,0.149850434,-0.73547934,-0.944771888,-1.206695544,-0.894605274,-1.152603077,-0.44898701,-1.278006774,-0.306869412
IPI:IPI00453459.1,6707539,2.821846191,0.803464125,1.71752,0.065338031,1.897089516,2.06413587,3.422965245,1.40927179,1.72503462,1.912500986,2.317410854,1.778874933,,1.602554526,1.443648032,1.119066492,1.889334947,2.542610378,2.042584049,1.345297362,,1.815463112,1.945643006,1.584685083,1.607230118,1.854443423,2.118619388,0.641746622,0.947100191,1.019556057,1.897671108,1.077887291,1.127082787,0.778247194,1.426236481,0.706240392,1.528325832,0.709573327,1.989743239
