MinOfORF,Mass_Tag_ID,CTR_,P10A,P10B,P11A,P11B,P12A,P12B,P13A,P13B,P14A,P14B,P15a,P15B,P16a,P16B,P17a,P17B,P18A,P18B,P19A,P19B,P1A_,P1B_,P2A_,P2B_,P3A_,P3B_,P4A_,P4B_,P5A_,P5B_,P6A_,P6B_,P7A_,P7B_,P8A_,P8B_,P9A_,P9B_
IPI:IPI00007199.3,10471108,,-0.350005485,-0.748578144,-1.027895003,-0.48248184,-1.242568511,-0.581207892,-0.433974442,-0.557089247,-0.537096538,-0.60207648,-0.607853176,-0.909669668,-0.022693506,-0.518108953,-0.321379667,-0.842368775,-0.956634708,-1.042222796,-1.091997356,-1.123687375,-0.654066441,-0.565670255,-0.134559984,0.325352958,-0.273756882,0.350219923,-0.473837332,-0.690323202,-0.255496362,0.640596816,0.081277609,-0.903838321,-0.41691886,-0.143131365,-0.414172008,0.346274562,-0.711067423,-0.534204876
IPI:IPI00007199.3,35636187,-1.22692303,0.702627274,-0.408682747,-0.276308639,0.424024539,-0.251086637,0.484912486,-0.439119036,0.754991223,0.744085179,0.860452061,0.452546908,0.393532677,1.248800445,0.542823357,0.752572667,0.34450763,-0.008959736,-0.183028013,-1.377792658,-0.797088954,0.127011527,-0.012582188,1.02044197,1.246898685,0.236225926,0.955587152,0.526488932,-0.121376209,0.180215253,1.154431538,0.681396208,-0.615020073,0.462505491,0.638219558,0.535796293,1.541662605,-0.144462107,0.826891039
IPI:IPI00007199.3,64114656,,,,,,,,,,,0.494786161,,,,,,,,,,,,,,,,1.086397542,,,,,,,,,,,,
IPI:IPI00007199.3,64123091,,,,,,,,,,,-0.429304255,,,,,,,,,,,,,,,,,,,-0.609518718,,,,,,,,,
IPI:IPI00007199.3,64174079,,0.143058028,-0.766027492,-0.725409384,-0.149160174,-0.857022327,-0.236212038,-0.00421684,0.000533723,-0.036488988,-0.113252087,-0.171456826,-0.410923274,0.450459449,-0.49175488,0.153583064,-0.401451949,-0.831973814,-0.864161541,,-1.030565648,-0.215299733,-0.106478164,0.512546433,0.483604984,0.019814713,0.761852455,0.242853368,-0.366734228,0.068548195,1.403321095,0.442848254,-0.937428924,0.072998694,0.323904051,-0.003937284,0.94024137,-0.640450181,-0.121914497
IPI:IPI00007199.3,64195906,,-0.162090381,-1.094043354,-1.247525449,-0.042677024,-1.073939406,-0.288146238,-0.033920001,0.0756805,-0.412127466,-0.162349215,-0.609139382,-0.713789305,0.179374147,-0.269533687,-0.177608942,-0.486406904,-0.992777835,-0.845796018,,-1.365546348,-0.052341139,-0.441701158,0.424021445,0.691947508,0.111341959,0.72096434,0.013310078,-0.276972756,-0.156959875,0.793974046,0.200445578,-0.939485575,-0.229473881,0.243811173,-0.60009046,0.629730942,-1.008060354,-0.134722277
IPI:IPI00007199.3,70217342,,-0.267816758,-0.062825228,0.459239165,,,,0.654521501,-0.837366153,,,-0.793533022,-1.255160762,-0.388927205,-1.123632527,-0.196000757,,,-1.140250247,-0.474405226,0.082023628,,,,1.103942756,-0.899262231,-0.822530784,,-0.277295083,0.07170512,,,,,,1.076863276,,,-1.153497072
IPI:IPI00007240.1,10150634,1.653169888,0.68614491,-0.038467295,,,,,,,,,,,,,-0.169686736,,0.203027033,,0.549492173,1.907283429,,,,,,,,,,,,,,,,-0.276149395,0.236102851,
IPI:IPI00007240.1,12259590,,-0.867936402,-0.565726015,-1.219787135,-0.329396509,-0.466676853,-0.244048665,-0.184046909,-0.691368882,-1.073613914,-0.528600124,-0.525823033,-0.90666376,-0.707365976,-0.559010936,-0.728436969,-0.617632231,-0.619309797,-0.675654263,-0.480431177,-1.247777132,-0.560485005,-0.333706099,-0.382366095,-0.465164956,-0.354059965,-0.210624374,-0.864202372,-1.063537044,-0.546176659,-0.317008602,-0.288444953,-0.820131209,-0.953047497,-0.632852344,-0.777152865,-0.390427397,-0.333294908,-0.500777654
IPI:IPI00007240.1,35609354,0.872097897,0.403118572,-0.695718809,,,-0.652183113,-1.106015489,-0.594109291,,,-1.052208232,,-0.683348412,,,-0.981379828,-1.215587514,-0.860462313,,-0.543701826,0.736912773,,,,,,-0.851722357,,,0.952469605,,,,,,,,-0.435726383,
IPI:IPI00007257.4,9279539,,,,-0.011985747,,1.325881006,,1.050112331,,,,,-0.005438429,,,,,,0.703837495,,,,,,,,,,,,,,,,,,,,
IPI:IPI00007750.1,6959269,,,-0.206271249,1.711208604,,,,,0.21126071,0.726163842,0.255003785,,1.070901469,,,,-0.214886991,,1.130859336,,,,,,,,,0.179010873,0.497295487,-0.106582094,0.08141908,,,0.11369324,,0.811119744,,,
IPI:IPI00007750.1,7782047,,0.002276617,0.454714793,,,,-0.307283424,,,,1.039702746,,,0.527356307,,,0.773689274,0.534649697,1.532614776,,,-0.123837611,,,0.107024887,,,,,0.437495266,,-0.488311579,,0.382023604,,,,-0.538335178,
IPI:IPI00007899.2,10098108,,0.946706541,0.322120348,,,,,,,,1.03022532,,0.72824792,,1.984523596,0.101885367,,1.294351774,,-0.021086963,,,,,,,1.663607741,,,,,,,,,,,0.878096986,
IPI:IPI00008274.3,7782038,0.923356631,,0.988643019,,,2.238944496,0.155466314,,,,2.090078993,,3.469685472,1.149619122,,,1.509631686,1.620391521,3.031606689,0.141056036,,,,,,,,,,,,,,,,,,0.243929921,0.300536886
IPI:IPI00008274.3,8764745,,-0.061312382,0.375820045,,,0.989310488,,,,,,,,0.262904189,,,0.080284035,0.496208799,1.286767349,,,,,,,,,,,,,,,,,,,-0.459250637,
IPI:IPI00008274.3,8953213,,,,,,,,,,,,,,,,,,,,-0.536939004,,0.36041661,,,,,,,,,,,,,,,,,
IPI:IPI00008274.3,12611371,0.163182907,-0.299616064,0.124588219,,,,,,,,,,,-0.046707074,-0.723718483,,-0.404730245,0.101568225,0.718507068,-1.392838938,-1.584467402,,,,,,,,,,,,,,,,-0.618147283,-0.68900905,-0.893315675
IPI:IPI00008494.3,7782056,-1.865048251,-1.228802126,-1.087962971,,0.471783302,-0.543073741,-0.529002345,-0.299246469,-0.083005891,-1.563151278,0.66122943,-1.384442393,,1.034944001,-0.1904043,-0.935272828,-1.688153419,-1.405108969,-0.807506859,-0.16937657,-1.190964353,0.06033049,,,,,0.813697318,-0.19011525,0.105454885,-0.054875037,,-0.789866265,,-0.759519421,,0.123487695,-0.838754058,0.149771298,-1.38730875
IPI:IPI00008542.3,70205094,,,,,,,,,-2.051134106,,,,,,-2.080947385,,,,-2.299632114,,,,,,,,,,-2.29848681,,-2.496964275,,,,,-2.265463594,,,
IPI:IPI00008556.1,33666664,-0.07930825,-0.679726104,0.641778538,,,,-0.79152357,,,,1.175287908,,-0.135488189,,0.595701552,,0.944149711,1.141528746,0.280019888,-1.50148622,-0.749328323,-0.912337168,,0.304233414,,,,0.825322272,0.251635903,-1.168695148,,0.038963624,,0.541392312,,,-1.110673762,-0.595012687,-1.081928169
IPI:IPI00008558.1,6701230,,-0.252273746,0.486289288,,-0.158534829,,-0.114865218,,,,0.264342316,0.549330932,,,,-0.001560849,,,,0.355234322,,,,,,,,0.149549152,0.04354459,0.556501827,-1.038750697,,0.724149051,,,,-0.512220593,,
IPI:IPI00008558.1,6725489,,0.351828102,,,,0.620499241,,-0.126392122,,,,0.940414573,,,,0.32087359,,0.977700001,,1.195985084,1.555066917,,,0.066264218,,0.17144861,,0.971349993,,1.123837245,-0.730240167,0.198709842,,,,,,0.746697676,
IPI:IPI00008558.1,6788609,,-0.410692766,0.334420283,0.765796355,-0.712332454,-0.237226503,-0.526920465,-0.700219037,-0.793585566,-0.82627616,0.115725566,0.230611346,-0.262077422,,,-0.315440774,-0.545788892,-0.174499751,-0.896510969,0.76377414,1.232059282,-0.424850909,-0.898771443,-0.399306031,-1.474908481,-0.879713887,-0.367913582,-0.010608104,-0.46467498,0.434783364,-1.529005243,-0.546203906,0.522342318,-0.688063346,,-1.855757117,-1.332823627,0.085675855,-0.335217226
IPI:IPI00008558.1,6815398,,,,,,,,-0.027352307,,-0.20270375,0.857139887,,,,,,-0.137703907,,-0.42361776,1.086665546,1.920348156,0.170829797,-0.6573837,-0.084490343,-0.803146382,,-0.045397533,,,,,,,-0.149594723,,,,,0.290759089
IPI:IPI00008558.1,6823135,,,,,,,,,,,0.100158438,0.530109181,,,0.088519512,,,,,0.268812404,0.99762483,,,,,,,,,,,,,,,-2.293287713,,,
IPI:IPI00008558.1,10194186,1.681354531,0.36215958,0.569633129,1.42704162,,0.100697951,-0.048368381,-0.038818505,-0.032808306,-0.467724475,0.413399299,0.717214273,0.469546875,,,0.171067035,-0.794683733,0.477189115,,,1.235294754,-0.346296598,,,,,-0.155036803,0.096963849,-0.154997486,1.069043386,,0.605551613,0.972781124,-0.13415887,,-0.956138272,-0.408468848,0.914232363,-0.03638889
IPI:IPI00008558.1,10605374,,,,,,,,,,,,,,,2.737988425,,1.686559846,,,,3.287419416,,,,,,,,,,,,2.251740744,,,,,,
IPI:IPI00008558.1,12427621,,0.319280281,1.225132757,,,0.644433854,-0.045335061,0.420768767,0.759036859,-0.048810904,,1.115157237,,,,0.312555717,-0.182586163,0.960469604,-0.063269898,0.719358524,,0.548888098,,0.694736033,-0.053350385,,0.263955442,1.55023439,1.04748518,,-0.212201229,0.755098043,,0.529071093,0.302528802,-1.014515029,-0.428094714,1.038850686,0.844935151
IPI:IPI00008558.1,15300319,0.40907134,-1.182453449,-0.857639123,0.228166863,-0.316964973,-0.378942892,-0.399145077,-0.905634434,-0.519784068,-1.566151322,0.146163933,-0.994365793,0.062743519,-1.464292865,0.418621668,-0.399989027,-0.343497341,-0.807359032,-0.677034334,0.390664694,1.334762254,0.394379725,,0.270086896,-0.930792138,,0.173516578,0.59770208,0.697947111,0.389826892,,-1.092872383,0.402756207,-0.685209006,-0.464219673,,-1.81976279,-1.405158196,-0.757440704
IPI:IPI00008558.1,15300368,4.449366718,1.779640476,3.0467266,5.005608947,2.033436738,2.600842173,1.578829713,1.533239674,1.907278166,1.738532473,2.63153259,2.672462699,0.852880031,0.634081231,2.956487426,1.466847262,1.493367041,2.171444373,1.511073089,1.498555117,4.258836267,1.690550939,,,0.516499941,,1.334922021,2.599775358,1.927213167,2.947934545,0.266667766,1.363703682,3.937140555,1.324696384,1.342119829,0.728858221,1.567113663,2.759835117,2.314352381
IPI:IPI00008558.1,15300768,1.474663886,-0.131616063,0.434271843,0.704407995,-0.257904807,0.078510877,-0.24406308,-0.366310083,-0.151700501,-0.321353385,0.597461029,0.140568501,0.363723637,-1.500647947,0.869823688,-0.370836766,-0.063077984,0.208226315,-0.323405093,0.276956126,1.28534541,0.421689265,,0.225781464,-0.744227489,,0.207892015,0.733366588,0.532043989,1.200734869,-0.505357318,-0.24930857,0.934627778,-0.221321129,-0.114199874,-1.313272779,-0.906466697,0.311067466,0.248256995
IPI:IPI00008558.1,15301318,-0.257277066,-0.014067857,0.608819635,,,,-0.120075889,,,,0.64434843,,0.123243296,,0.66388868,,-0.015711999,-0.423305367,-0.285636836,,-0.381497064,-0.332947576,,0.108149196,-0.252935556,,-0.320650494,0.230417076,0.175044125,1.071213334,,0.459253497,1.287620702,0.304001864,-0.286148859,,-0.341301284,0.408285387,0.45501739
IPI:IPI00008558.1,15304809,1.806534802,,0.958789645,,,1.111991634,0.518022126,,,,0.794586198,,0.613482129,,1.154822102,0.341948874,0.315553989,0.785550003,,0.58401835,2.064981787,0.345756468,0.394789751,0.514435119,-0.246218086,,-0.089352505,0.569105237,,0.601027163,-0.024537357,0.606241059,1.715160753,0.740479182,0.801385189,,0.092145743,0.862965277,0.508667685
IPI:IPI00008558.1,15329315,,,1.051050506,,,0.829071341,0.525775354,0.136574845,,,1.554849729,1.076763021,1.010766477,-1.206447769,1.567909645,-0.10565762,0.447462273,1.023383916,,0.543867602,1.793141208,-0.009190933,-0.380968419,0.090928885,-0.878325368,-0.3138361,-0.00777872,0.664846905,0.261080456,0.986861164,-0.783488701,0.094264181,1.325766759,0.070546782,-0.283366239,-1.047122565,-0.149004211,,0.611389549
IPI:IPI00008558.1,15356609,,2.61862269,,,,,,,,,,,,0.448512064,,,1.542868138,,,1.76098993,3.418475388,,,,,,,,,,,,,,,,,3.048343232,2.454232527
IPI:IPI00008558.1,15390740,,-0.843942885,-0.160697086,-0.645605097,,,-1.115662846,-0.458947296,,-0.492785511,-0.531512723,-0.580407065,-0.760954849,-0.811851287,-0.757835404,-0.637966547,,-0.904452312,-0.836249342,-0.426667869,,-0.807098934,-0.537378381,-0.295991312,,-0.822973888,-0.453388399,-0.411823212,-0.382254777,-0.721768281,,-0.616362859,-0.78332883,-0.496772151,,-0.976032068,,-0.092635659,
IPI:IPI00008558.1,15463166,,0.744437978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.980229287,,,0.744072449,,,2.118204223,0.835785993
IPI:IPI00008558.1,15463219,-0.034959901,,-1.280187898,-0.737582005,,,,,,,-1.427789625,-1.343434971,-1.577398861,,-1.696030227,,,,,-0.75890501,-0.163434372,,,-1.558379769,,,-1.717174038,-1.657328716,-1.599597259,-0.880022957,-1.843622302,-1.703548856,-0.901538105,-1.68176753,,,-2.196679315,,
IPI:IPI00008558.1,15464157,,,,,,,,,,,,,,,,,,,,-0.968606603,-1.35698976,,,,,,,,,,,,,,,,,,
IPI:IPI00008558.1,28172401,2.149175347,0.429137997,1.01577021,1.596822516,0.216122199,0.562893588,0.102575163,,,,0.939387307,0.983154199,0.670297899,-1.57629023,1.100632308,0.237722287,0.229488603,0.751311772,-0.268796934,1.01704079,1.93144311,0.22900081,,-0.27712167,-0.594747346,,-0.128256955,0.327476083,-0.180452593,0.954629149,-0.751797115,0.063305154,,0.007681203,-0.332520923,,0.056933494,1.202365058,0.58267166
IPI:IPI00008558.1,33358862,1.608863555,-0.245139951,0.428013188,,,,-1.206468901,,,,,,,,-0.225581535,-0.954025321,-0.220424487,0.34147468,-0.571123348,-0.013253904,1.125859235,,,,,,-0.923603183,,,,,,,,,,,0.544939669,0.211741383
IPI:IPI00008558.1,33398104,,0.350842067,,,,,-0.299135977,,,,,,,,,,0.039433965,0.674021932,,0.544109072,,,,,,,-0.0589647,,,0.698390397,,,,,,,,,
IPI:IPI00008603.1,6959327,0.740750225,0.694979237,1.225674414,1.835744449,-0.583000629,1.434016433,0.449389215,1.181570546,1.352112329,1.076824994,1.248894001,-1.208760458,2.031142053,0.976233708,0.185136855,-0.341981945,0.164321182,0.847176489,1.402274633,0.006723574,-0.555143595,0.442843359,0.586710746,0.21727369,0.610033318,0.247995184,0.500475337,0.681122144,1.279457385,1.186256347,0.827259875,0.564330235,0.503889004,0.394296779,-0.438689387,1.354826188,0.054949213,-0.440094798,-0.009786843
IPI:IPI00008603.1,7635238,-0.272122154,,,1.540503208,,,,-1.543574257,,,-2.04893264,,-2.299386196,,,,,,,-1.527884332,-1.940665628,,,,,,,-2.299146614,,-0.947809424,-1.545881907,,-1.394970257,,,1.676005209,-2.310899804,-2.260690726,
IPI:IPI00008842.1,70408080,,-0.392970815,-0.115894214,,-0.613995239,-0.186231117,-0.239694719,-0.35313398,-0.297213697,-0.461327943,0.137797484,0.326919983,0.05651886,-0.656491529,,,-0.482692013,-0.363511237,,-0.240518665,,,0.170300374,-0.298546456,-0.395512626,0.078862323,0.456923101,-0.91333663,-0.031465545,-0.096393592,,-0.184948666,-0.014921024,-0.048213739,-0.066867614,,,0.25755222,0.231838592
IPI:IPI00009027.1,35584432,,1.36146925,,-1.529455965,-0.138928826,,,-0.772409917,0.356615236,-1.303289278,-1.548802549,,-2.064693221,3.711849092,-0.470462233,0.596470446,,-0.776329566,0.302245449,,,,,-0.478810711,-0.292271583,,2.060486758,-1.080341815,,-1.7936463,0.548374442,8.120455245,-0.668789205,-1.167996634,-1.145325641,-0.057922899,0.053175692,,
IPI:IPI00009027.1,63955284,,-1.125282727,,,,,,,,,,,,,,,,,,,,,,,,,-0.622599798,,,,-1.359773769,2.980412862,,,,-1.555580355,,,
IPI:IPI00009028.1,8191151,,,,,,,,3.191844179,,,,,-0.195785212,,,,,,,,,,,,,,0.763459631,,,,,,0.743427824,,,1.517003016,0.516707434,,
IPI:IPI00009028.1,10141021,1.99578227,0.292349047,-0.111742075,0.905351388,0.641588806,0.006171762,0.545662505,1.610875006,-0.152103021,0.074441708,-0.384975962,0.566369039,-0.072449287,0.353874363,0.066334043,0.278305222,-0.436327078,-0.543943468,-0.096718602,1.025221928,1.516847575,-0.076591907,0.694551797,-0.196049735,1.065508793,,0.499549773,1.041396197,-0.217656975,1.87795537,0.704672277,0.424118491,0.787229623,0.11026745,0.301201729,1.0407504,0.522486705,-0.974978866,0.385746523
IPI:IPI00009028.1,10472524,0.628112353,-0.480773108,-1.1587148,0.52089705,-1.329544462,-0.977736033,-0.677151418,0.146365607,-1.630541623,-1.143657086,-1.849048496,-0.260642788,-1.357936222,-0.499177403,,-0.558952687,-1.709460844,-1.626923876,,0.238772182,-0.030620599,,-0.338476288,-1.141128572,-0.11865123,-1.155722641,-0.590543508,-0.072079731,-1.513848174,1.010041513,-0.383985811,-0.334029415,-0.495125248,-0.679583783,-1.047183032,0.066011838,-0.59282923,-1.55122711,-0.835091128
IPI:IPI00009028.1,11560423,,,,-0.44829659,,,,-0.60419208,,,,,,,,,,,,0.270329455,-0.534329345,,-0.819281042,,-0.822314532,,-0.853708604,,,-0.01539615,-1.017211413,,,,,-0.924394149,,,
IPI:IPI00009028.1,12494111,2.41638621,0.614390451,0.254505843,1.590005476,0.709218806,0.342089487,0.975657244,,,,-0.135663437,1.032447119,0.163511467,0.382429548,0.264037906,0.789419554,0.168975674,-0.092456766,,,1.596503119,-0.052509516,,-0.311919882,1.177804305,,0.371482101,1.417926843,,2.01505328,0.91275545,0.593766731,0.71464881,0.66592187,0.010261585,1.275294978,0.99475892,,0.787010806
IPI:IPI00009028.1,15462967,0.125818218,-0.84761267,,,,,-1.471746522,-0.41892087,,,,,,,,,,,,0.836422043,-0.068217472,,,,,,-0.716387901,,,0.225997224,,,,,,-0.092812309,-0.860286086,,
IPI:IPI00009028.1,15485743,1.429791587,0.128815695,-0.171017822,1.01060707,-0.183043304,-0.408112838,0.19331379,0.853643268,-0.620586871,-0.504754712,-0.568033467,0.303330782,-0.369143096,-0.061280949,-0.225564187,0.187623538,-0.83646014,-0.663927909,-0.245120258,0.685877701,0.824715462,-0.260655511,0.406137251,-0.44494212,0.907597256,-0.593285082,0.264018652,0.906656351,-0.530243267,1.465775448,0.863859075,0.306053662,0.795208592,-0.005002517,0.016719187,0.726406861,0.340513523,-1.07889544,-0.093433495
IPI:IPI00009793.1,7781828,,0.060228465,-0.093564504,0.036409663,-0.188507097,-0.208506083,0.116607562,0.021392271,0.680946146,0.443421312,0.237728859,-0.103312841,0.104039446,0.302144348,0.616553898,0.468699308,0.106291278,-0.007795604,0.280930817,-0.151028064,0.405181843,0.108755537,-0.010704224,0.934668618,0.313058102,0.860380992,0.87787523,0.792517929,0.554223462,0.659196817,0.453872415,0.689697098,0.597226538,0.561233881,,0.434934358,0.581985816,-0.038776624,0.377426873
IPI:IPI00009793.1,10369969,-0.342842559,-0.203903859,0.231274663,-0.111943763,-0.624803664,0.295050685,-0.752175788,0.082820748,0.619474561,0.361371739,0.412985325,-0.09494513,0.473198711,0.030647742,0.047134418,0.038809495,-0.230225813,-0.648231292,0.396416485,-0.075446707,-0.583554664,-0.111457389,-0.27102306,0.53344809,-0.173542352,0.339728494,0.399721608,1.996778231,0.081012013,0.532951506,0.243730828,0.037162369,0.262102302,-0.204460603,-0.622304654,-0.702739974,0.222920529,0.66545217,0.143290154
IPI:IPI00009793.1,12315586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.294774177,,-0.401012954,,,,,,,,
IPI:IPI00009793.1,15463003,1.06976366,0.816005072,0.782280457,,,,-0.830247778,,,,1.581005955,,1.20450818,,1.018159023,0.14453675,0.215240287,-0.03751347,,,-0.089521157,,,,0.655636332,,0.998491191,,,1.516534006,,0.493751075,,0.612984043,,,1.126361523,1.130379835,0.886683932
IPI:IPI00009793.1,15472132,0.0522405,0.004443227,0.198133664,,-0.036210977,0.333202473,-0.939812686,0.648354817,,,0.512307287,-0.018372058,0.45580516,-0.218109736,2.929609372,-0.1450521,-0.054647675,-0.303191307,2.093568221,-1.369637933,-0.447926227,0.329323045,,0.951226319,0.229723766,,0.121358822,1.278808117,0.262680026,0.604315036,0.068728357,0.031420893,,0.152440531,,-1.06811942,0.191342712,0.41813061,0.016187456
IPI:IPI00009793.1,33368101,,,,,,,,,,,-0.640595025,,0.211050324,,-0.555878684,,,,,,,,,,,,,-0.706481774,,-0.238367084,,,,,,,,,
IPI:IPI00009793.1,63797196,-0.4446146,,,,,,,,,,,,,,-0.327851012,,,,,,,,,,,,,,,,,,,,,,,,
IPI:IPI00009910.2,16278866,0.015769667,0.361286913,,,0.963897508,0.700608086,,,,,0.815980503,0.371931575,,,1.365141497,,0.698509005,,,,-0.328478763,,,0.854286803,,,,,,0.35900765,,0.013397838,,,,0.071400027,1.189271103,,0.914620234
IPI:IPI00009920.1,6679063,,-1.081130235,-1.436963021,-2.260751497,,-1.126001338,-1.484232072,-1.142068469,-1.114625438,-1.640244109,-1.40379623,-1.628223953,-1.331967886,-1.293648288,-0.946668691,,-1.428875513,-1.266454076,,-1.878857392,-1.531972612,-0.591378213,-1.22056041,-0.874005433,-0.913354986,-0.689090239,-0.6022598,-0.673903783,-0.904060407,-1.257149821,-1.181639943,-1.195482805,-1.607963126,-1.138632661,-1.290187613,-1.968790975,-1.182431897,-1.415313833,-1.127113438
IPI:IPI00009920.1,6714021,-0.540527574,-0.059795426,-0.642656536,,,-0.741796128,-0.885989502,-0.842481421,,-1.072862311,-0.921060128,-0.644813626,-0.76973437,,,-0.459130375,,-0.786292497,-1.013275041,-0.79729743,,-0.974765617,,-0.861774261,-0.333880705,-0.531667232,-0.004630302,-0.725173477,-0.720759161,-0.546647678,-0.83180736,-0.258377434,,-0.886120391,,-1.246570211,-0.667324669,-0.856267012,
IPI:IPI00009920.1,10125979,,-1.081867289,-1.541814722,-2.226096391,-2.305569416,-1.433062637,,-1.513392581,,-1.691971989,-1.753471306,-1.523608078,-1.196911226,,,-1.205187258,-1.907692004,-1.542498858,,-1.048598306,-1.480949005,,-1.466829751,-1.219572033,,-1.013425988,-0.835909617,-1.502276912,-1.511444178,-1.283374175,-1.573331222,-0.913816637,-2.056304276,,,,-1.592622253,-1.488020745,
IPI:IPI00009920.1,10165841,,,,,,,,,,,,,,,,,,,,,,,,-1.519242026,-1.446397594,-1.398711477,,,,,,,,,,,,,-1.826258048
IPI:IPI00009920.1,10185529,0.269857819,0.470549541,0.366835843,-0.866806395,0.627566736,0.76500725,0.213174795,0.374381916,0.958356576,0.419875058,0.672721339,0.413220441,0.368017,-0.215349001,0.784577029,0.081520662,0.476673491,0.625672832,0.299419101,-0.932246285,0.101787716,0.211036071,0.311646391,0.61672358,0.47117582,0.465548414,0.592887522,0.725860608,0.381666714,-0.086368809,0.195761841,0.325356088,-0.462516324,0.375186691,-0.161760867,-0.782924792,0.568975249,0.10367648,0.409271844
IPI:IPI00009920.1,10211408,-0.870337706,-0.606200031,-1.212079187,-1.697073823,-0.915644987,-0.907274706,-0.704490359,-0.553345312,-0.492301424,-0.068514732,-1.114442388,-0.36176145,-0.763866755,-2.125245737,-0.897162991,-1.038972713,-0.637830004,-0.43765365,,,-1.030016256,-0.444064505,-0.467149453,-0.253768231,-0.443463461,-0.288492224,-0.173761912,-0.048152032,-0.567837882,-0.620668626,-0.464169044,-0.394095606,-1.302897813,-0.703242244,,,-0.755262084,-1.008856496,-1.229649638
IPI:IPI00009920.1,10270438,-0.624347899,0.271332912,-0.199811485,,,,0.462157414,0.19515547,,0.049252869,-0.643387806,,-0.12812574,-0.868222655,-0.321794591,-0.786135926,-0.088670123,0.482215063,-0.713390192,,-0.315983478,0.144318102,0.001869471,0.14599144,0.040918157,0.100643105,0.476365855,0.565593248,0.075425594,-0.067106019,-0.347663377,-0.048287264,-0.794734472,-0.45179712,,-1.047768136,0.168719198,-0.09479426,-0.529891725
IPI:IPI00009920.1,10285266,,0.290202741,,,,,,,,,,,,,,,,,,,,,-0.186966303,,,,,,,,,,,,,,,,
IPI:IPI00009920.1,10602817,,,,,-0.601888717,,,,,,-0.201292603,,-0.248838114,,-0.181004417,,-0.314261629,-0.451221965,,,,,,,,,,,,,,,,,,,,,
IPI:IPI00009920.1,11567001,,0.227345779,-0.04087305,-1.573980904,-0.100339326,0.196400358,-0.162120958,-0.026590618,0.245504595,-0.150363226,0.026603658,0.074901255,-0.158481583,-0.660216105,0.192957637,-0.366894339,-0.074983094,0.153927616,-0.274012432,,-0.214206434,-0.175136802,-0.10761431,0.284542706,-0.071905654,0.243410597,0.366386398,0.39360689,-0.033136684,-0.163963063,-0.040081124,0.089873483,-0.876367718,-0.142002228,-0.629992158,-1.084980201,0.018711788,-0.010378726,-0.118918476
